SAMPLEID,ANSWERDATE,性別,年代,居住地方,結婚,子ども,世帯年収,職業,建築タイプ,,,,,,,,,,Q7S1,Q7S7,Q7S8,Q7S9,Q7S10,Q7S11,Q8S12,Q9S4,Q9S5,Q9S15,Q10S1,Q10S2,Q10S3,Q10S4,Q10S5,Q10S6,Q10S7,Q10S8,Q10S9,Q10S10,Q10S11,Q10S12,Q10S13,Q10S14,Q10S15,Q11S4,Q11S5,Q11S6,Q11S7,Q11S11,Q11S12,Q11S13,Q11S15,Q12S1,Q7S2,Q7S3,Q7S4,Q7S5,Q7S6,Q7S12,Q7S13,Q7S14,Q7S15,Q8S1,Q8S2,Q8S3,Q8S4,Q8S5,Q8S6,Q8S7,Q8S8,Q8S9,,Q8S11,Q8S13,Q8S14,Q8S15,Q9S1,Q9S2,Q9S3,Q9S6,Q9S7,Q9S8,Q9S9,Q9S10,Q9S11,Q9S12,Q9S13,Q9S14,Q11S1,Q11S2,Q11S3,Q11S8,Q11S9,Q11S14,Q12S2,Q12S3,Q12S4,Q12S5,Q12S6,Q12S7
46834043,2024/12/10 14:20,女性,20代,中国・四国・九州・沖縄地方,未婚,子どもなし,800～1200万未満,会社員,住宅,1.8,3.5,2,-2.875,4.5,3.5,3,3.5,3.625,4,4,3,3,2,4,2,5,4,4,4,3,4,3,2,2,5,4,4,4,4,3,4,4,4,5,4,3,4,4,2,3,3,4,3,4,3,2,2,4,3,3,3,5,4,2,3,2,3,2,3,4,3,3,4,5,3,4,4,5,3,2,2,3,3,4,3,4,4,4,3,2,4,4,1,4,2,4,1,5,4
48783109,2024/12/9 21:18,女性,20代,中部地方,未婚,子どもなし,400万未満,会社員,住宅,4.2,4.5,3.5,-2.75,4,5,4,5,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,3,4,3,4,2,4,2,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,3,2,2,4,4,2,2,2,2,2,4,4,4,4,4,4,2,2,4,2,4,4,4,4,4,4,3,2,4,2,4,2,4,4,4,4
50781029,2024/12/9 16:09,女性,20代,近畿地方,未婚,子どもなし,400万未満,会社員,住宅,4.4,3.25,3.75,-3.875,4,2.5,5,4,3.875,3,3,3,2,4,4,4,2,4,3,3,4,3,4,3,3,3,4,3,4,3,3,3,3,4,4,3,3,1,3,3,3,4,3,4,3,3,4,2,3,3,3,3,4,3,3,4,4,3,5,4,3,2,4,3,4,3,3,3,2,3,3,2,2,3,3,3,3,3,3,5,4,3,2,3,3,3,3,3,3,4
3421731,2024/12/10 16:56,女性,30代,関東地方,未婚,子どもなし,400万未満,自営業・自由業,住宅,2.6,4.25,2.25,-3.375,3,4.5,2,4,3.375,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,3,3,4,3,4,4,3,3,2,4,3,4,3,3,4,3,3,3,3,4,4,4,3,3,2,2,2,4,3,3,3,3,3,3,3,4,3,3,3,4,2,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,4,5
5868372,2024/12/10 14:07,女性,30代,近畿地方,既婚,子どもなし,わからない,会社員,住宅,3.6,3.75,2.5,-4.25,2,4,4,3,3.25,4,3,3,3,3,3,3,4,3,3,3,2,3,4,2,2,4,3,3,3,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,4,3,3,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,3
6293286,2024/12/10 14:16,女性,30代,関東地方,既婚,子どもなし,400〜800万未満,会社員,住宅,3.6,3.25,3.625,-3.25,6,4.5,4,3.5,4.5,4,3,2,1,4,3,2,1,4,4,2,3,4,2,4,4,4,5,3,3,3,1,2,3,2,1,5,4,3,4,3,1,4,3,4,2,1,4,3,2,3,3,2,3,3,2,5,4,3,2,4,4,3,3,5,4,3,3,3,2,4,4,4,3,1,4,4,2,1,2,3,2,3,5,5,3,3,4,4,3,3
7072393,2024/12/10 17:06,女性,30代,中部地方,未婚,子どもあり,,会社員,住宅,3.6,3.75,3.25,-2,2.5,6,4.5,4,4.25,5,3,2,2,3,4,4,4,4,4,4,3,3,2,1,1,5,4,4,4,5,4,4,4,3,4,5,3,4,3,2,4,5,5,2,2,2,3,4,4,3,4,4,4,4,3,4,3,2,4,3,4,3,4,4,4,5,4,5,4,4,4,2,2,2,3,2,4,2,4,4,3,4,4,3,1,4,4,2,4,3
7837878,2024/12/9 21:15,女性,30代,近畿地方,既婚,子どもなし,わからない,会社員,住宅,4.8,5.5,4,-3.5,4,7,5,6,5.5,3,4,3,3,3,4,4,4,4,4,3,3,4,3,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,2,4,2,3,3,4,4,4,3,3,4,4,4,3,4,4,2,4,2,2,3,2,4,3,2,2,3,3,4,4,4,2,4,4,3,3,3,4,4,3,4,4,3,4,2,3,3,4,3,2,1,2
7962531,2024/12/10 17:12,女性,30代,中国・四国・九州・沖縄地方,未婚,子どもなし,400万未満,会社員,住宅,4.2,5.25,4.625,-5.375,5,7,3,2.5,4.375,4,4,2,1,1,4,2,5,5,5,4,1,2,2,1,1,5,4,4,5,5,5,5,5,4,4,5,2,5,5,3,3,5,5,1,1,1,2,2,5,1,1,1,4,4,1,1,1,1,1,1,4,5,4,5,5,5,2,4,4,1,1,1,1,3,2,3,4,4,4,4,2,3,3,5,1,3,2,1,5,5
7969184,2024/12/10 17:22,女性,30代,関東地方,未婚,子どもなし,わからない,自営業・自由業,住宅,2.4,5,3,-4.125,1,6,2.5,3.5,3.25,5,4,3,3,3,4,4,5,4,4,4,2,2,2,2,2,4,2,3,4,4,4,3,4,3,5,3,4,5,4,3,4,4,4,3,2,2,5,3,4,4,4,4,4,4,4,1,4,4,4,3,4,4,2,4,5,4,5,5,5,4,4,1,2,3,3,3,4,4,4,4,4,4,4,4,1,2,4,4,4,4
9100025,2024/12/10 17:26,女性,30代,中国・四国・九州・沖縄地方,未婚,子どもなし,400万未満,会社員,住宅,3.2,2.25,3,-4,3.5,5,1.5,2,3,4,4,2,2,2,4,2,5,4,4,2,2,4,2,2,2,4,2,4,4,4,4,2,4,2,4,4,1,5,1,5,1,5,2,4,4,2,2,2,4,1,2,5,2,2,2,1,2,4,2,2,4,4,4,1,4,4,5,2,5,4,4,1,4,2,2,2,5,5,5,3,2,1,2,2,2,2,4,2,1,2
9294614,2024/12/10 16:52,女性,30代,関東地方,既婚,子どもなし,400〜800万未満,自営業・自由業,住宅,5.6,6,4.625,-3.5,5,6.5,3.5,4,4.75,4,4,4,3,4,4,4,5,5,4,3,2,4,1,1,1,3,4,3,3,5,4,3,4,5,2,4,2,4,3,3,2,5,4,3,3,3,3,2,4,4,4,4,3,4,2,1,2,4,4,3,3,3,3,3,4,4,5,4,5,4,4,1,2,3,4,3,2,4,4,3,2,4,2,4,4,2,4,1,1,3
12260534,2024/12/10 17:10,女性,30代,関東地方,既婚,子どもあり,400〜800万未満,会社員,住宅,4.8,5,3,-2.875,2,5.5,3.5,3,3.5,4,4,5,5,4,4,3,4,5,3,4,4,4,2,3,3,5,5,4,4,4,5,4,5,3,4,5,4,1,4,5,4,4,5,5,3,3,4,4,4,5,4,4,3,4,1,2,5,4,2,3,4,4,3,4,3,4,4,4,3,4,5,4,4,5,4,4,4,4,5,4,5,4,5,3,3,4,4,5,5,4
14062871,2024/12/9 17:42,女性,30代,中国・四国・九州・沖縄地方,未婚,子どもなし,わからない,会社員,住宅,3.4,4.5,3.25,-4.5,3,7,2.5,2.5,3.75,3,4,3,4,4,4,5,5,4,4,4,4,3,3,2,2,4,4,4,4,5,4,4,4,3,4,4,4,5,5,4,3,5,4,1,1,1,5,5,4,3,5,4,5,5,5,4,4,4,5,3,5,5,2,3,5,5,5,4,4,4,3,2,2,4,4,4,4,5,4,4,2,4,4,4,4,3,4,1,4,3
15560098,2024/12/10 15:42,女性,30代,関東地方,未婚,子どもなし,800～1200万未満,会社員,住宅,2.2,3.25,3,-3.875,2,4,2,2.5,2.625,4,3,3,4,3,4,3,3,3,3,2,3,4,3,3,4,4,3,3,3,3,2,3,3,4,2,2,4,3,3,3,4,4,4,4,3,2,3,3,3,3,3,3,4,4,4,1,2,3,2,3,2,1,3,2,3,2,3,4,3,2,3,3,2,2,3,2,4,3,4,4,4,3,4,4,3,3,3,3,3,3
18161610,2024/12/10 16:58,女性,30代,関東地方,既婚,子どもあり,わからない,会社員,住宅,2.4,2.5,4.125,-2.25,2,5,5,3,3.75,3,2,1,4,2,2,3,1,1,3,2,2,3,3,3,2,3,3,1,3,2,2,5,3,2,1,2,2,2,4,4,2,3,2,3,2,3,3,3,1,2,2,2,2,5,3,3,2,1,1,1,3,3,3,4,5,4,2,2,1,3,2,1,2,3,3,2,4,3,2,1,2,4,4,3,2,2,5,3,3,4
18256861,2024/12/10 16:23,女性,30代,関東地方,未婚,子どもなし,400〜800万未満,会社員,住宅,3.8,4,3.125,-2,4,5.5,4,4,4.375,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3
18865848,2024/12/10 16:46,女性,30代,中部地方,未婚,子どもあり,400万未満,会社員,住宅,2.6,3.75,3.25,-4.25,2.5,7,3,3.5,4,3,4,2,2,3,5,3,1,4,4,1,4,4,3,5,2,2,3,3,3,4,5,4,4,3,5,4,4,4,4,3,3,3,3,4,2,5,2,3,3,4,3,1,3,2,1,2,2,4,3,1,4,3,4,3,4,3,3,4,2,3,4,3,3,3,4,4,2,3,5,3,4,4,4,3,5,5,3,3,4,3
19740938,2024/12/10 16:34,女性,30代,近畿地方,既婚,子どもあり,400〜800万未満,会社員,住宅,5.8,6.5,5.125,-3.25,6,6.5,4.5,4.5,5.375,3,4,2,2,3,2,2,4,4,3,2,4,2,2,2,2,2,2,2,3,2,3,3,2,2,2,4,2,1,2,3,2,2,4,3,3,3,2,4,2,2,2,2,5,4,4,2,3,3,4,2,2,2,2,3,4,4,2,4,4,2,2,2,2,2,2,2,2,2,4,3,2,1,2,2,2,2,2,2,4,3
21550521,2024/12/10 16:04,女性,30代,関東地方,既婚,子どもあり,800～1200万未満,会社員,住宅,4.8,5,3.75,-2.375,4,6,5,5.5,5.125,4,4,4,4,4,4,4,5,5,5,4,4,4,3,3,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4
22988302,2024/12/10 16:33,女性,30代,近畿地方,未婚,子どもなし,400〜800万未満,自営業・自由業,住宅,4.6,5.25,4.125,-1.875,4,6,5.5,5,5.125,5,5,3,3,4,5,4,5,5,5,4,4,4,3,2,3,5,5,4,5,5,5,5,5,5,4,5,4,4,3,4,4,5,4,4,4,4,5,5,5,3,4,4,4,5,4,3,4,4,4,3,2,4,4,4,5,5,5,4,5,4,4,4,4,4,4,3,4,4,5,4,3,5,5,5,3,4,5,2,2,4
24108224,2024/12/10 10:18,女性,30代,北海道・東北地方,既婚,子どもなし,800～1200万未満,会社員,住宅,1.8,4,2.375,-4.625,2.5,4,2.5,2.5,2.875,4,4,3,3,4,3,4,4,3,4,3,4,3,3,3,4,4,4,4,3,4,3,3,4,3,3,3,4,3,3,4,3,4,3,4,4,4,3,3,3,4,2,3,4,4,4,4,5,4,3,3,4,3,1,3,4,4,4,4,3,4,2,2,3,3,4,4,3,4,3,2,3,3,3,3,3,3,3,2,5,4
24311341,2024/12/10 8:54,女性,30代,関東地方,未婚,子どもなし,,会社員,住宅,4.4,3.5,3.125,-3.375,4,5,4,4.5,4.375,3,5,3,3,2,3,3,5,4,3,4,3,3,4,2,4,3,4,4,3,4,4,2,3,3,4,4,3,3,2,3,4,4,5,3,4,4,3,4,3,3,4,2,5,4,4,3,3,4,3,3,3,4,4,4,3,4,5,5,3,3,4,4,3,5,4,3,3,4,4,1,1,4,4,4,5,3,4,3,4,2
24348238,2024/12/9 23:57,女性,30代,関東地方,未婚,子どもなし,400〜800万未満,会社員,住宅,2.4,2.75,2.125,-2.375,2,3.5,1,3,2.375,2,3,3,3,2,2,2,3,4,3,3,2,2,3,4,4,3,3,2,3,4,3,3,2,4,4,4,3,4,3,4,3,4,2,2,2,2,2,3,2,3,1,3,3,3,2,1,2,2,2,2,2,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4
24816901,2024/12/10 17:06,女性,30代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,会社員,住宅,2.8,4.25,5,-4.375,5,2,2,5,3.5,3,1,5,4,2,1,4,4,3,4,2,3,4,1,1,4,4,2,4,3,2,4,3,3,4,4,4,2,5,2,4,3,4,4,4,4,2,4,5,1,4,3,2,4,4,2,1,5,4,2,1,5,5,2,5,4,5,4,5,2,2,5,4,2,4,4,2,4,2,4,4,2,4,4,2,3,2,4,3,3,5
28443341,2024/12/10 16:43,女性,30代,北海道・東北地方,未婚,子どもなし,800～1200万未満,会社員,住宅,2.6,4.5,4.125,-4.25,4,4.5,3,3,3.625,4,3,4,3,3,4,4,3,5,5,4,3,3,4,4,4,5,5,3,4,5,4,4,4,2,5,5,3,4,5,2,4,5,5,4,4,3,2,2,4,4,4,5,5,4,5,1,2,2,4,2,3,5,2,5,4,4,4,1,2,4,5,2,4,4,4,4,4,4,5,4,4,3,5,4,1,4,4,4,1,5
29674952,2024/12/10 17:33,女性,30代,関東地方,未婚,子どもなし,400〜800万未満,会社員,住宅,4.2,4.75,4.5,-4,6,4.5,4.5,4.5,4.875,3,4,4,3,2,3,4,1,2,3,4,3,3,4,3,4,3,5,3,3,5,4,2,1,4,5,3,5,5,1,1,4,3,5,5,3,1,5,3,3,3,5,4,4,3,3,4,5,3,5,4,4,3,2,5,2,3,4,2,2,3,5,3,5,2,5,3,4,4,3,4,5,5,5,4,5,5,4,2,3,5
29829692,2024/12/10 10:19,女性,30代,関東地方,未婚,子どもなし,400万未満,会社員,住宅,5.2,4.75,1,-4.375,1,1,1.5,4,1.875,4,5,5,3,4,5,5,5,5,5,5,3,5,2,1,1,1,4,2,3,3,3,3,4,2,5,3,2,5,3,5,1,5,5,4,4,4,4,5,5,4,5,5,1,4,3,3,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,3,3,2,3,5,5,5,5,5,1,3,3,5,3,3,5,1,1,4
32180056,2024/12/10 17:06,女性,30代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,自営業・自由業,住宅,3.4,4,3.125,-3.625,3.5,5.5,3.5,2.5,3.75,4,3,2,2,1,1,3,5,5,1,3,4,5,5,4,4,4,3,3,3,2,1,4,4,4,4,4,4,3,3,3,3,1,3,4,5,5,5,4,2,2,4,1,3,5,5,4,3,3,4,4,3,2,2,2,2,2,5,5,5,5,5,5,5,5,4,5,5,5,2,4,5,3,3,4,4,4,4,5,4,4
33094285,2024/12/10 17:02,女性,30代,中部地方,既婚,子どもあり,,公務員,住宅,4,5,3.375,-3.375,5,5.5,3.5,3,4.25,2,2,2,2,2,2,4,4,4,3,2,2,2,2,1,1,2,3,3,2,5,3,3,4,2,2,3,3,2,3,3,3,2,4,3,4,2,2,2,2,2,4,5,5,4,4,4,3,2,2,3,2,3,2,4,5,4,4,3,4,4,4,1,1,2,2,3,4,5,2,2,2,4,4,3,2,2,4,1,1,4
33708488,2024/12/9 21:40,女性,30代,中部地方,既婚,子どもあり,400〜800万未満,会社員,住宅,2,2.5,1,-1.125,1,1.5,1.5,1,1.25,2,3,4,2,3,4,4,1,1,1,3,4,3,2,3,2,4,5,3,3,2,5,4,3,3,2,2,3,4,3,3,4,3,2,2,1,1,2,2,5,2,4,3,5,3,5,4,3,3,4,4,3,4,5,3,2,4,3,3,2,3,3,3,2,2,1,3,3,3,2,2,2,3,3,3,3,3,2,2,3,4
34008261,2024/12/9 16:33,女性,30代,北海道・東北地方,既婚,子どもあり,400〜800万未満,会社員,住宅,6,4.75,2.75,-2.75,4.5,6,3,4,4.375,4,4,4,4,4,4,2,5,3,3,5,5,5,3,4,3,4,3,4,4,4,4,3,4,3,3,3,4,4,3,3,3,3,4,4,4,3,5,5,4,4,4,4,3,3,3,3,3,2,3,3,2,3,2,3,3,2,4,5,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,2,2,4,4,3
36632062,2024/12/10 16:37,女性,30代,近畿地方,既婚,子どもなし,わからない,会社員,住宅,2.2,3.25,2,-3.125,2,3.5,2,2,2.375,2,3,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,3,3,3,3,2,2,2,2,3,2,2,2,3,3,4,3,3,2,3,1,2,2,3,2,2,2,4,3,2,1,2,2,2,3,2,2,1,1,2,3,3
39729021,2024/12/10 16:13,女性,30代,北海道・東北地方,既婚,子どもあり,,公務員,住宅,6,5.25,4.125,-3.5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,4,5,5,4,4,3,4,4,5,5,5,5,5,5,4,4,5,5,5,4,4,5,4,5,5,5,5,5,5,4,4,4,4,4,5,4,5,5,4,4,4,5,5,4,4,4,5,3,5,4
39815629,2024/12/9 17:21,女性,30代,中国・四国・九州・沖縄地方,未婚,子どもなし,400万未満,会社員,住宅,1,1.75,1.25,-1.5,1,1,1,1.5,1.125,2,3,1,1,1,2,4,4,4,3,4,1,1,1,1,1,4,4,3,4,4,3,3,4,4,4,4,3,4,1,5,1,4,4,1,1,1,1,1,2,1,2,4,3,3,1,3,3,3,2,2,4,3,3,3,4,3,4,3,4,4,3,3,2,3,3,3,4,3,4,3,3,3,4,4,3,3,4,1,5,5
40101832,2024/12/10 14:18,女性,30代,中部地方,未婚,子どもなし,わからない,会社員,住宅,3.6,5.25,4.125,-2.625,5,5.5,3.5,4,4.5,4,4,2,2,2,4,3,4,4,4,3,2,2,2,2,2,3,2,2,2,2,3,3,4,4,4,3,2,4,2,4,2,2,4,3,4,3,3,3,3,2,2,4,4,4,2,2,2,2,2,2,3,2,2,2,3,4,4,4,4,3,3,2,2,3,4,3,3,3,4,4,3,2,4,2,2,4,4,2,4,4
42677925,2024/12/9 19:50,女性,30代,関東地方,既婚,子どもなし,,会社員,住宅,4,4,4.125,-3.75,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
44479649,2024/12/10 17:30,女性,30代,近畿地方,未婚,子どもなし,800～1200万未満,会社員,住宅,3.8,3.25,3.25,-4.25,2.5,4.5,4,2.5,3.375,3,2,3,2,4,2,4,2,3,2,3,2,3,4,1,2,1,3,2,2,3,2,2,3,4,2,2,1,3,4,1,2,1,3,3,3,3,1,3,2,4,2,2,4,2,1,2,2,3,2,2,4,1,2,2,2,3,3,2,2,1,2,3,3,3,1,2,4,2,3,2,1,1,2,4,2,3,3,1,4,2
44701176,2024/12/10 17:00,女性,30代,北海道・東北地方,既婚,子どもなし,800～1200万未満,会社員,住宅,4,2.75,4.25,-2.5,1.5,5,2.5,3,3,3,3,4,3,3,3,3,3,4,4,2,2,2,2,2,2,3,3,2,4,4,3,4,3,3,4,5,4,3,4,2,4,4,3,3,3,4,3,4,3,4,3,2,3,3,5,2,3,4,4,3,4,3,2,2,4,3,4,4,4,4,4,3,4,4,4,5,4,4,4,3,2,4,4,5,3,1,4,2,4,4
44873099,2024/12/10 16:37,女性,30代,関東地方,未婚,子どもなし,400万未満,自営業・自由業,住宅,2.2,4.25,3.25,-2.75,3.5,5.5,3,4,4,5,3,4,4,4,4,3,5,4,5,4,4,5,4,4,5,4,5,5,4,5,5,5,4,4,3,4,5,4,5,4,4,4,2,4,4,5,4,3,5,5,4,4,5,5,5,1,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,3,3,4,5,5,4
46566495,2024/12/10 16:24,女性,30代,中部地方,未婚,子どもなし,,会社員,住宅,2.4,3.5,2.75,-3.25,2.5,4.5,4,4.5,3.875,4,4,4,2,4,4,4,4,4,4,4,3,4,3,2,2,4,4,3,4,4,3,4,3,4,4,4,3,4,2,4,3,4,4,2,2,4,4,3,4,2,5,5,5,4,2,4,2,2,4,3,4,4,2,3,4,4,4,4,4,4,2,2,3,3,4,3,5,4,4,4,2,3,4,4,4,2,4,2,2,3
47887984,2024/12/10 10:13,女性,30代,中部地方,既婚,子どもあり,400〜800万未満,会社員,住宅,4.4,4.25,2.75,-4.375,2.5,5.5,2.5,3.5,3.5,4,4,3,3,3,4,4,3,3,4,4,3,3,3,3,4,4,3,3,4,5,5,5,4,4,4,4,4,4,4,3,3,4,5,3,2,3,2,3,4,3,4,4,4,3,3,2,4,3,4,3,4,3,3,4,4,4,4,3,4,5,2,3,4,3,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3
48828576,2024/12/10 16:30,女性,30代,中国・四国・九州・沖縄地方,既婚,子どもあり,,会社員,住宅,3.8,5,3.5,-2.625,2.5,6,4,4,4.125,4,3,2,2,2,2,2,4,4,4,4,3,3,4,2,2,3,2,3,4,5,5,4,4,4,4,4,4,4,4,2,4,2,2,1,1,1,1,4,2,2,2,2,3,3,2,5,2,2,4,3,4,4,4,4,4,4,4,4,4,2,2,3,2,4,4,2,5,5,4,4,2,5,2,2,4,2,3,2,4,4
50516626,2024/12/10 17:40,女性,30代,関東地方,未婚,子どもなし,800～1200万未満,会社員,住宅,2.6,5,2.875,-5.5,1.5,6,2,4.5,3.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,2,5,5,5,3,4,2,4,4,5,3,5,5,5,4,2,1,2,4,5,4,5,5,5,4,5,5,5,2,2,5,5,2,5,5,5,2,5,5,5,5,5,5,5,5,2,4,5,2,5,5
50669768,2024/12/9 20:19,女性,30代,北海道・東北地方,既婚,子どもあり,400〜800万未満,会社員,住宅,3.8,3.5,3.375,-2.125,4,5,4.5,4,4.375,4,4,4,3,2,4,3,4,4,3,4,2,4,2,2,2,3,4,4,4,4,4,3,4,2,4,4,2,4,1,4,2,4,4,4,4,4,2,4,4,3,4,4,2,2,2,2,2,2,2,2,4,4,2,2,4,4,4,4,2,5,2,2,3,2,2,4,4,4,4,4,2,2,4,5,4,2,4,2,4,2
50688829,2024/12/10 15:09,女性,30代,関東地方,既婚,子どもあり,,会社員,住宅,3,6.25,1.75,-4.75,1,7,1,4,3.25,4,4,2,2,2,3,3,3,2,3,2,4,2,1,1,1,4,3,2,3,5,2,4,4,3,2,4,2,4,4,4,2,3,5,2,2,3,4,4,5,3,3,3,4,2,2,3,3,3,3,3,1,2,1,1,3,3,2,4,2,2,3,2,2,3,4,4,3,4,3,4,2,4,2,2,4,4,4,3,1,1
7991414,2024/12/9 19:36,女性,30代,北海道・東北地方,既婚,子どもあり,400万未満,会社員,住宅,3.8,2.75,2.625,-3.125,5.5,4,4,4.5,4.5,4,3,5,3,2,3,3,2,2,3,4,3,3,4,3,4,3,3,3,3,4,4,5,2,2,3,2,2,4,3,2,4,4,4,5,2,2,1,2,3,3,3,4,4,3,3,4,5,2,3,2,3,4,3,2,5,4,4,3,3,1,2,4,3,3,5,4,5,3,4,4,5,4,3,4,4,2,3,2,1,1
8825207,2024/12/9 16:11,女性,30代,近畿地方,未婚,子どもなし,,会社員,住宅,1,6,1,-5.375,5,3,1,1,2.5,4,4,4,4,4,4,4,5,5,4,4,1,4,4,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,3,5,5,1,1,1,5,5,1,4,4,1,4,4,4,5,5,5,5,5,1,1,1,1,4,4,4,4,4,4,1,4,4,4,1,1,1,1,4
18322758,2024/12/10 16:53,女性,30代,中国・四国・九州・沖縄地方,既婚,子どもあり,,公務員,住宅,5,3.5,3.25,-1.75,3.5,5.5,3,4.5,4.125,5,5,2,1,2,5,5,5,5,5,4,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,3,5,2,5,5,5,5,5,5,5,5,2,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,1,5,5,5,4,5,5,1,4,5
18811079,2024/12/10 14:56,女性,30代,北海道・東北地方,未婚,子どもなし,400万未満,会社員,住宅,2,4,1.5,-5.25,1,3.5,2,3.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3
27344230,2024/12/10 16:20,女性,30代,関東地方,既婚,子どもあり,800～1200万未満,会社員,住宅,5.2,5,3.875,-2.5,3.5,5,3,3.5,3.75,4,4,3,2,4,4,4,3,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,3,3,4,3,2,3,3,4,2,4,3,4,4,4,4,2,4,2,4,4,4,4,4,4,4,3,4,2,2,2,3,3,4,3,4,4,4,4,4,2,3,3,3,3,4,4,4,3,4,3,4,3,3,3,3,4,4,2
28345738,2024/12/10 16:11,女性,30代,関東地方,未婚,子どもなし,400万未満,会社員,住宅,1.2,4.25,1.625,-5.25,1,4,3.5,4,3.125,2,3,2,2,2,2,1,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,5,1,1,3,1,1,1,1,1,3,1,2,3,3,3,1,1,1,2,1,1,1,1,1,1,2,2,3,3,4,1,1,1,1,1,1,3,3,4,3,1,1,1,1,1,1,2,2,1,1,1
46507320,2024/12/10 16:27,女性,30代,近畿地方,未婚,子どもなし,400〜800万未満,会社員,住宅,4.6,6,3.75,-2.875,4,6.5,6.5,6,5.75,2,2,1,1,1,1,1,4,4,2,2,2,1,1,1,1,4,1,1,1,4,2,1,1,1,1,1,1,1,4,3,3,1,4,1,1,1,4,2,1,1,2,1,4,2,1,1,1,1,1,2,4,4,2,2,2,2,1,4,4,5,2,5,2,5,2,4,2,2,5,1,1,3,3,1,1,1,1,1,1,1
48693336,2024/12/10 16:23,女性,30代,近畿地方,既婚,子どもあり,1200万以上,会社員,住宅,3.4,4.25,3.125,-3.625,5.5,6.5,2,1,3.75,4,5,4,3,5,5,4,4,5,5,5,5,4,3,1,2,5,5,3,4,5,4,3,1,3,5,4,3,4,2,5,3,3,2,3,3,3,2,4,5,4,5,5,4,2,2,1,3,4,4,3,1,2,4,5,4,4,5,2,5,2,1,4,3,3,3,4,3,4,4,1,1,4,3,2,1,4,5,1,1,3
